timestamp,map_name,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,rl_shadow_enabled,rl_shadow_action,rl_shadow_agrees,rl_shadow_status,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,recovery_reason,recovery_requires_spawn_reset,stop_reason
2026-07-26T21:59:25.910+00:00,Tower AoE,1,0,1,-0.0202,1.0037,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3033,0.12,0.12047,0.01587,-8.588,20.216,22.369,2.519,0.929,0.73,89,133,124,89,0.718,0.75,9,0.932,0.801,translation,motion_debug\step_0001_forward_motion.json,moved,1.0039,14.912,22.369,7.457,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3801,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:26.648+00:00,Tower AoE,2,0,2,-0.0404,2.006,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3072,0.12,0.1203,0.01632,-9.44,22.257,24.687,2.781,0.931,0.723,83,141,113,83,0.735,0.667,8,0.917,0.879,mixed,motion_debug\step_0002_forward_motion.json,moved,1.0025,15.359,24.687,9.328,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3807,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:27.359+00:00,Tower AoE,3,0,3,-0.0606,3.0067,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3112,0.12,0.12011,0.01671,-12.009,28.025,31.335,3.769,0.931,0.747,75,138,103,75,0.728,0.833,10,0.926,0.856,mixed,motion_debug\step_0003_forward_motion.json,moved,1.0009,15.919,31.335,15.416,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3802,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:27.982+00:00,Tower AoE,4,0,4,-0.0808,4.0087,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3154,0.12,0.12027,0.01753,-14.327,31.352,34.964,4.744,0.94,0.603,78,152,104,78,0.75,0.667,8,0.962,0.86,translation,,moved,1.0022,16.844,34.964,18.12,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3946,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:28.614+00:00,Tower AoE,5,0,5,-0.1009,5.0108,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3194,0.12,0.12028,0.01828,-16.003,33.06,37.317,7.889,0.945,0.461,89,152,117,89,0.761,0.5,6,0.984,0.814,translation,,moved,1.0023,17.931,37.317,19.386,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3845,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:29.248+00:00,Tower AoE,6,0,6,-0.1212,6.0147,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3236,0.12,0.12049,0.01804,-18.057,36.6,41.926,14.829,0.945,0.487,80,126,105,80,0.762,0.5,6,0.979,0.792,translation,,moved,1.0041,19.094,41.926,22.832,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3799,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:29.867+00:00,Tower AoE,7,0,7,-0.1418,7.037,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3276,0.12,0.1227,0.01648,-5.002,8.856,10.138,7.366,0.936,0.556,72,120,96,72,0.75,0.583,7,0.932,0.479,translation,,moved,1.0225,20.464,10.138,10.326,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3802,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:30.485+00:00,Tower AoE,8,0,8,-0.1619,8.0377,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3317,0.12,0.12011,0.0141,-4.767,8.549,10.186,6.138,0.931,0.656,61,102,86,61,0.709,0.583,7,0.962,0.576,translation,,moved,1.0009,19.349,10.186,9.163,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3802,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:31.112+00:00,Tower AoE,9,0,9,-0.1821,9.0395,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3360,0.12,0.12024,0.01314,-6.377,10.022,12.136,6.986,0.915,0.62,71,115,107,71,0.664,0.583,7,0.916,0.61,translation,,moved,1.002,18.359,12.136,6.223,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.38,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T21:59:31.735+00:00,Tower AoE,10,0,10,-0.2023,10.0411,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3401,0.12,0.12022,0.01325,-6.217,10.101,11.941,4.799,0.919,0.603,68,108,105,68,0.648,0.667,8,0.972,0.699,translation,,moved,1.0018,17.687,11.941,5.746,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3803,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
