timestamp,map_name,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,recovery_reason,recovery_requires_spawn_reset,stop_reason
2026-07-26T15:55:37.066+00:00,Tower AoE,1,0,0,0.0,0.0,True,True,True,2,268.917,TURN_LEFT,unknown neighbor,2484,0.03276,0.03291,,,,,,,,,,,,,,,,,,,turn,,,,,,,False,False,False,0.3916,False,268.917,0.87,1.472,False,268.917,0.84,1.472,,False,
2026-07-26T15:55:37.775+00:00,Tower AoE,2,-1,0,-1.0169,-0.0521,True,True,True,2,265.219,FORWARD,unknown neighbor,2511,0.12,0.12219,0.02264,17.229,7.971,24.002,7.109,0.83,0.58,50,167,110,50,0.455,0.333,4,0.619,0.111,translation,motion_debug\step_0002_forward_motion.json,moved,1.0182,25.509,24.002,1.507,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3917,False,265.362,0.885,1.751,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:38.476+00:00,Tower AoE,3,-2,0,-2.015,-0.1356,True,True,True,2,265.219,FORWARD,unknown neighbor,2559,0.12,0.1202,0.0219,-0.092,20.343,21.134,3.987,0.916,0.535,71,158,102,71,0.696,0.583,7,0.87,0.245,translation,motion_debug\step_0003_forward_motion.json,moved,1.0016,25.346,21.134,4.212,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3936,False,265.266,0.895,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:39.096+00:00,Tower AoE,4,-3,0,-3.0142,-0.2191,True,True,True,2,265.219,FORWARD,unknown neighbor,2607,0.12,0.12033,0.02454,0.724,21.785,21.867,5.125,0.95,0.556,81,160,97,81,0.835,0.917,11,0.894,0.178,translation,,moved,1.0027,24.891,21.867,3.024,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3916,False,265.235,0.902,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:39.717+00:00,Tower AoE,5,-4,0,-4.0188,-0.3032,True,True,True,2,265.219,FORWARD,unknown neighbor,2649,0.12,0.12097,0.01504,-0.647,4.757,5.113,1.793,0.919,0.796,93,142,135,93,0.689,0.75,9,0.901,0.316,translation,,moved,1.0081,24.564,5.113,19.451,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3924,False,265.224,0.906,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:40.594+00:00,Tower AoE,6,-5,0,-5.0242,-0.3872,True,True,True,2,265.219,FORWARD,unknown neighbor,2716,0.12,0.12106,0.0062,0.874,0.085,12.14,3.345,0.795,0.538,39,133,131,39,0.298,0.333,4,0.325,0.614,perspective-expansion,motion_debug\step_0006_forward_recheck_1_motion.json,moved,1.0088,22.464,12.14,10.324,,distributed visual travel confirmed (perspective-expansion camera evidence),True,False,False,0.3915,False,265.219,0.911,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:41.230+00:00,Tower AoE,7,-6,0,-6.0226,-0.4707,True,True,True,2,265.219,FORWARD,unknown neighbor,2751,0.12,0.12023,0.00539,0.88,-1.509,3.13,3.2,0.78,0.614,44,139,138,44,0.319,0.583,7,0.429,0.205,mixed,,moved,1.0019,21.349,3.13,18.219,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3912,False,265.219,0.911,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:41.860+00:00,Tower AoE,8,-7,-1,-7.0227,-0.5544,True,True,True,2,265.219,FORWARD,unknown neighbor,2792,0.12,0.12043,0.00569,-0.028,-3.262,5.656,4.032,0.763,0.512,41,147,143,41,0.287,0.667,8,0.144,0.22,distributed,,moved,1.0036,19.381,5.656,13.725,,distributed visual travel confirmed (distributed camera evidence),True,False,False,0.3912,False,265.219,0.912,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:42.475+00:00,Tower AoE,9,-8,-1,-8.0239,-0.6381,True,True,True,2,265.219,FORWARD,unknown neighbor,2836,0.12,0.12055,0.00651,4.23,-0.02,5.692,6.6,0.779,0.641,39,138,135,39,0.289,0.583,7,0.506,0.29,translation,,moved,1.0046,17.899,5.692,12.207,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.392,False,265.219,0.912,1.252,False,265.219,0.895,1.252,,False,
2026-07-26T15:55:43.095+00:00,Tower AoE,10,-9,-1,-9.0214,-0.7215,True,True,True,2,265.219,FORWARD,unknown neighbor,2878,0.12,0.12012,0.00685,4.064,-0.076,9.927,1.906,0.793,0.5,40,133,133,40,0.301,0.5,6,0.587,0.422,translation,,moved,1.001,16.58,9.927,6.653,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3916,False,265.219,0.912,1.252,False,265.219,0.895,1.252,,False,
