rule	concept	path	detail	key	reason	moved_in_commit
R7c	AdvanceResult	tests/test_steering_oracle_escape_robust.py	reexport_from=navigation.movement_kernel:AdvanceResult	R7c|AdvanceResult|tests/test_steering_oracle_escape_robust.py|reexport_from=navigation.movement_kernel:AdvanceResult	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	AdvanceResult	tests/test_steering_oracle_v3_terminal_gate.py	reexport_from=navigation.movement_kernel:AdvanceResult	R7c|AdvanceResult|tests/test_steering_oracle_v3_terminal_gate.py|reexport_from=navigation.movement_kernel:AdvanceResult	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	NavigationStepEvidence	simulator/basic_training.py	reexport_from=navigation.navigation_evidence:NavigationStepEvidence	R7c|NavigationStepEvidence|simulator/basic_training.py|reexport_from=navigation.navigation_evidence:NavigationStepEvidence	Phase 9 extracted the pure navigation-evidence core from simulator/navigation_history.py into navigation/navigation_evidence.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	NavigationStepEvidence	simulator/navigation_history.py	reexport_from=navigation.navigation_evidence:NavigationStepEvidence	R7c|NavigationStepEvidence|simulator/navigation_history.py|reexport_from=navigation.navigation_evidence:NavigationStepEvidence	Phase 9 extracted the pure navigation-evidence core; simulator/navigation_history.py (the training wrapper) now imports NavigationStepEvidence from the new canonical location	PHASE9
R7c	SteeringDirection	navigation/kinodynamic_route_planner.py	reexport_from=.movement_kernel:SteeringDirection	R7c|SteeringDirection|navigation/kinodynamic_route_planner.py|reexport_from=.movement_kernel:SteeringDirection	Phase 9 moved both files into navigation/; this sibling-package relative import is the same pre-existing import, path unchanged in form, only the shared package root moved	PHASE9
R7c	SteeringDirection	navigation/navigation_evidence.py	reexport_from=.movement_kernel:SteeringDirection	R7c|SteeringDirection|navigation/navigation_evidence.py|reexport_from=.movement_kernel:SteeringDirection	Phase 9 created navigation/navigation_evidence.py, which needs SteeringDirection from its new sibling navigation/movement_kernel.py; no new coupling beyond the pre-existing simulator/navigation_history.py -> simulator/movement_kernel.py dependency this replaces	PHASE9
R7c	SteeringDirection	simulator/basic_training.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|simulator/basic_training.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	simulator/environment.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|simulator/environment.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	simulator/navigation_history.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|simulator/navigation_history.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	simulator/steering_oracle.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|simulator/steering_oracle.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	simulator/synthetic.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|simulator/synthetic.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_basic_training_pipeline.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_basic_training_pipeline.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_environment_planner_kernel_agreement.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_environment_planner_kernel_agreement.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_kinodynamic_arc_edge_check.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_kinodynamic_arc_edge_check.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_kinodynamic_route_planner.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_kinodynamic_route_planner.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_kinodynamic_transition_fidelity.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_kinodynamic_transition_fidelity.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_movement_kernel.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_movement_kernel.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_navigation_history.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_navigation_history.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
