timestamp,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,stop_reason
2026-07-26T15:13:51.554+00:00,1,0,1,-0.0202,1.0044,True,True,True,1,358.846,FORWARD,unknown neighbor,7624,0.12,0.12055,0.02951,1.914,22.491,25.761,12.157,0.958,0.438,176,255,200,176,0.88,0.917,11,0.881,0.769,translation,motion_debug\step_0001_forward_motion.json,moved,1.0046,8.017,25.761,17.744,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3728,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:52.260+00:00,2,0,2,-0.0404,2.0077,True,True,True,1,358.846,FORWARD,unknown neighbor,7670,0.12,0.12042,0.03046,0.009,10.222,14.084,12.389,0.945,0.392,153,277,181,153,0.845,0.917,11,0.837,0.651,translation,motion_debug\step_0002_forward_motion.json,moved,1.0035,9.081,14.084,5.003,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3728,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:52.971+00:00,3,0,3,-0.0606,3.0101,True,True,True,1,358.846,FORWARD,unknown neighbor,7717,0.12,0.12032,0.03007,-4.733,10.507,12.176,11.033,0.943,0.482,137,235,164,137,0.835,0.917,11,0.842,0.594,translation,motion_debug\step_0003_forward_motion.json,moved,1.0027,9.382,12.176,2.794,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3753,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:53.606+00:00,4,0,4,-0.0809,4.0145,True,True,True,1,358.846,FORWARD,unknown neighbor,7764,0.12,0.12054,0.03054,-4.761,14.26,15.195,15.441,0.945,0.483,145,222,177,145,0.819,1.0,12,0.885,0.765,translation,,moved,1.0045,9.549,15.195,5.646,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3663,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:54.239+00:00,5,0,5,-0.1012,5.0246,True,True,True,1,358.846,FORWARD,unknown neighbor,7806,0.12,0.12124,0.03113,-9.058,19.203,20.344,20.75,0.943,0.514,138,217,173,138,0.798,0.833,10,0.905,0.701,translation,,moved,1.0103,9.888,20.344,10.456,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3789,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:54.871+00:00,6,0,6,-0.1215,6.0289,True,True,True,1,358.846,FORWARD,unknown neighbor,7848,0.12,0.12054,0.03227,-5.356,12.206,13.087,10.23,0.951,0.418,146,201,173,146,0.844,0.667,8,0.889,0.637,translation,,moved,1.0045,10.515,13.087,2.571,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3754,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:55.514+00:00,7,0,7,-0.1417,7.032,True,True,True,1,358.846,FORWARD,unknown neighbor,7887,0.12,0.1204,0.02992,-2.238,12.388,13.502,8.383,0.935,0.462,132,195,162,132,0.815,0.75,9,0.817,0.554,translation,,moved,1.0034,10.67,13.502,2.832,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3864,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:56.137+00:00,8,0,8,-0.1618,8.033,True,True,True,1,358.846,FORWARD,unknown neighbor,7926,0.12,0.12015,0.0295,-1.84,13.725,14.911,8.517,0.934,0.457,129,195,164,129,0.787,0.833,10,0.852,0.549,translation,,moved,1.0012,10.84,14.911,4.071,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.4039,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:56.766+00:00,9,0,9,-0.1821,9.0372,True,True,True,1,358.846,FORWARD,unknown neighbor,7965,0.12,0.12052,0.02836,3.951,10.58,12.744,8.368,0.933,0.465,155,212,195,155,0.795,0.833,10,0.834,0.613,translation,,moved,1.0044,11.084,12.744,1.66,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3798,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:57.395+00:00,10,0,10,-0.2022,10.0376,True,True,True,1,358.846,FORWARD,unknown neighbor,8006,0.12,0.12008,0.02698,-1.501,11.191,14.104,9.218,0.935,0.376,170,237,205,170,0.829,0.917,11,0.79,0.595,translation,,moved,1.0007,11.183,14.104,2.92,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3682,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:58.043+00:00,11,0,11,-0.2228,11.0576,True,True,True,1,358.846,FORWARD,unknown neighbor,8047,0.12,0.12242,0.02862,1.246,13.31,15.525,10.055,0.94,0.329,170,248,205,170,0.829,0.833,10,0.827,0.674,translation,,moved,1.0202,11.359,15.525,4.166,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3658,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:58.667+00:00,12,0,12,-0.243,12.0608,True,True,True,1,358.846,FORWARD,unknown neighbor,8087,0.12,0.1204,0.03025,-5.311,12.512,15.335,8.572,0.932,0.412,165,255,200,165,0.825,0.833,10,0.774,0.711,mixed,,moved,1.0033,11.609,15.335,3.726,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3667,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:59.295+00:00,13,0,13,-0.2632,13.063,True,True,True,1,358.846,FORWARD,unknown neighbor,8128,0.12,0.12029,0.03057,-3.108,13.231,16.84,10.605,0.942,0.455,167,256,197,167,0.848,0.917,11,0.81,0.705,translation,,moved,1.0024,11.832,16.84,5.008,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3776,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:13:59.916+00:00,14,0,14,-0.2834,14.067,True,True,True,1,358.846,FORWARD,unknown neighbor,8168,0.12,0.1205,0.02904,-2.199,12.29,15.689,9.791,0.948,0.49,196,259,229,196,0.856,0.917,11,0.841,0.739,translation,,moved,1.0042,12.133,15.689,3.556,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3793,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:14:00.545+00:00,15,0,15,-0.3036,15.0697,True,True,True,1,358.846,FORWARD,unknown neighbor,8208,0.12,0.12036,0.02827,-2.977,8.973,15.667,10.228,0.925,0.469,175,250,211,175,0.829,0.917,11,0.713,0.614,translation,,moved,1.003,12.346,15.667,3.321,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3654,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
2026-07-26T15:14:01.189+00:00,16,0,16,-0.3238,16.0713,True,True,True,1,358.846,FORWARD,unknown neighbor,8252,0.12,0.12022,0.0281,-2.536,10.404,14.182,9.975,0.951,0.459,185,225,213,185,0.869,0.917,11,0.848,0.677,translation,,moved,1.0018,12.545,14.182,1.637,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3653,False,358.846,0.909,1.269,False,358.846,0.891,1.269,
