timestamp,map_name,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,recovery_reason,recovery_requires_spawn_reset,stop_reason
2026-07-26T16:54:11.513+00:00,Tower AoE,1,0,1,-0.0202,1.0024,True,True,True,1,358.846,FORWARD,unknown neighbor,2557,0.12,0.12032,0.02025,-7.508,29.748,30.631,1.808,0.922,0.795,78,167,116,78,0.672,0.667,8,0.957,0.849,translation,motion_debug\step_0001_forward_motion.json,moved,1.0027,11.675,30.631,18.956,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3788,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:12.214+00:00,Tower AoE,2,0,2,-0.0404,2.0036,True,True,True,1,358.846,FORWARD,unknown neighbor,2608,0.12,0.12016,0.02166,-8.083,31.3,32.825,3.333,0.934,0.66,94,166,127,94,0.74,0.833,10,0.934,0.927,mixed,motion_debug\step_0002_forward_motion.json,moved,1.0014,12.813,32.825,20.012,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3789,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:12.904+00:00,Tower AoE,3,0,3,-0.0608,3.0168,True,True,True,1,358.846,FORWARD,unknown neighbor,2655,0.12,0.12161,0.02309,-9.149,35.198,36.722,2.981,0.928,0.708,89,185,119,89,0.748,0.75,9,0.837,0.872,mixed,motion_debug\step_0003_forward_motion.json,moved,1.0135,14.013,36.722,22.709,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.399,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:13.522+00:00,Tower AoE,4,0,4,-0.081,4.0192,True,True,True,1,358.846,FORWARD,unknown neighbor,2704,0.12,0.1203,0.02142,-8.146,28.838,29.239,11.636,0.928,0.646,79,178,107,79,0.738,0.917,11,0.887,0.824,mixed,,moved,1.0025,15.376,29.239,13.863,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.4006,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:14.147+00:00,Tower AoE,5,0,5,-0.1012,5.0233,True,True,True,1,358.846,FORWARD,unknown neighbor,2750,0.12,0.12052,0.02021,-3.607,16.181,17.682,7.773,0.926,0.373,59,169,85,59,0.694,0.833,10,0.949,0.275,translation,,moved,1.0043,16.208,17.682,1.474,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3787,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:14.784+00:00,Tower AoE,6,0,6,-0.1216,6.0367,True,True,True,1,358.846,FORWARD,unknown neighbor,2791,0.12,0.12163,0.01756,-1.621,18.261,19.943,4.063,0.919,0.5,54,131,81,54,0.667,0.75,9,0.941,0.474,translation,,moved,1.0136,16.296,19.943,3.647,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.379,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:15.397+00:00,Tower AoE,7,0,7,-0.1418,7.0378,True,True,True,1,358.846,FORWARD,unknown neighbor,2833,0.12,0.12015,0.01637,-3.335,15.309,15.394,4.172,0.925,0.69,71,131,97,71,0.732,0.667,8,0.874,0.358,translation,,moved,1.0013,16.515,15.394,1.121,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3788,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:16.024+00:00,Tower AoE,8,0,8,-0.162,8.0403,True,True,True,1,358.846,FORWARD,unknown neighbor,2877,0.12,0.12033,0.01603,-0.325,18.645,19.092,4.333,0.916,0.689,61,125,91,61,0.67,0.583,7,0.91,0.384,translation,,moved,1.0028,16.394,19.092,2.698,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3778,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:16.641+00:00,Tower AoE,9,0,9,-0.1822,9.0447,True,True,True,1,358.846,FORWARD,unknown neighbor,2920,0.12,0.12055,0.01676,-3.883,17.709,19.362,6.472,0.898,0.56,50,120,81,50,0.617,0.833,10,0.861,0.707,translation,,moved,1.0046,16.556,19.362,2.806,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3803,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T16:54:17.253+00:00,Tower AoE,10,0,10,-0.2024,10.0472,True,True,True,1,358.846,FORWARD,unknown neighbor,2964,0.12,0.12033,0.01814,-5.245,17.71,18.52,4.473,0.925,0.522,67,131,94,67,0.713,0.917,11,0.909,0.331,translation,,moved,1.0027,16.724,18.52,1.796,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3787,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
